,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
10425,007496.OF,农银汇理丰泽三年定开债,农银汇理基金,江苏银行,债券型,20190826,,,20190819,,100.0049,0.15,0.07,,1.0,0.001,,该封闭期起始日的中国人民银行公布并执行的金融机构三年期定期存款利率(税后)+1.00%,L,债券型,契约型开放式,,20220826,20220826,O
10426,007712.OF,中银康享3个月定开,中银基金,平安银行,债券型,20190826,,,20190812,,5.1002,0.4,0.1,,1.0,,,中债综合财富(总值)指数收益率,L,债券型,契约型开放式,,20191126,20191126,O
10427,512530.SH,沪深300红利ETF,建信基金,中信证券,股票型,20190823,,20190923,20190729,,12.635,0.5,0.1,,1.0,0.1,,沪深300红利指数,L,被动指数型,契约型开放式,,20190923,20190923,E
10428,159972.SZ,5年地债ETF,鹏华基金,招商银行,债券型,20190823,,20191108,20190708,,44.7159,0.15,0.05,,1.0,0.1,,中证5年期地方政府债指数收益率,L,被动指数型,契约型开放式,,20191108,20191108,E
10429,007740.OF,天弘信益A,天弘基金,广州农商银行,债券型,20190823,,,20190812,,2.0097,0.3,0.08,,1.0,0.001,,中债综合全价指数收益率,L,债券型,契约型开放式,,20190911,20190911,O
10430,007741.OF,天弘信益C,天弘基金,广州农商银行,债券型,20190823,,,20190812,,0.0011,0.3,0.08,,1.0,0.001,,中债综合全价指数收益率,L,债券型,契约型开放式,,20190911,20190911,O
10431,007452.OF,兴银3-5年信用债A,兴银基金,兴业银行,债券型,20190823,20210713,,20190527,,0.1,0.2,0.08,,1.0,0.001,,上海清算所3-5年中高等级优选信用债指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20190923,20190923,O
10432,007453.OF,兴银3-5年信用债C,兴银基金,兴业银行,债券型,20190823,20210713,,20190527,,2.1003,0.2,0.08,,1.0,0.001,,上海清算所3-5年中高等级优选信用债指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20190923,20190923,O
10433,007863.OF,长信利泰C,长信基金,中国民生银行,混合型,20190823,,,,,,0.6,0.1,,1.0,,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20190823,20190823,O
10434,900019.OF,中信证券六个月滚动持有A,中信证券,中信银行,债券型,20190822,,,20190822,,,0.3,0.1,,1.0,,,中债综合财富(1年以下)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20190909,20190909,O
10435,900039.OF,中信证券六个月滚动持有C,中信证券,中信银行,债券型,20190822,,,,,,0.3,0.1,,1.0,,,中债综合财富(1年以下)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20190909,20190909,O
10436,007282.OF,华夏鼎淳A,华夏基金,中国工商银行,债券型,20190821,,,20190729,,21.8742,0.7,0.2,,1.0,0.0001,,中债综合指数收益率*80%+沪深300收益率*20%,L,债券型,契约型开放式,,20190925,20190925,O
10437,007283.OF,华夏鼎淳C,华夏基金,中国工商银行,债券型,20190821,,,20190729,,11.1589,0.7,0.2,,1.0,0.0001,,中债综合指数收益率*80%+沪深300收益率*20%,L,债券型,契约型开放式,,20190925,20190925,O
10438,007624.OF,华安年年丰A,华安基金,中国邮政储蓄银行,债券型,20190821,20211012,,20190812,,11.7046,0.6,0.16,,1.0,0.0001,,中债综合全价指数收益率,D,债券型,契约型开放式,,20200821,20200821,O
10439,007625.OF,华安年年丰C,华安基金,中国邮政储蓄银行,债券型,20190821,20211012,,20190812,,1.7182,0.6,0.16,,1.0,0.0001,,中债综合全价指数收益率,D,债券型,契约型开放式,,20200821,20200821,O
10440,007251.OF,广发睿享稳健增利A,广发基金,中国建设银行,混合型,20190821,,,20190722,,35.7723,1.0,0.2,,1.0,0.0001,,中证全债指数收益率*75%+中证800指数收益率*25%,L,混合型,契约型开放式,,20190923,20190923,O
10441,005103.OF,工银沪深300ETF联接C,工银瑞信基金,中国农业银行,股票型,20190821,,,20190722,,1.0377,0.45,0.1,,1.0,0.001,,沪深300指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190923,20190923,O
10442,501086.SH,ESG基金LOF,华宝基金,中国工商银行,股票型,20190821,,20190912,20190719,,3.1686,0.5,0.1,,1.0,0.0001,,MSCI中国A股国际通ESG通用指数*95%+人民币银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190912,20190912,E
10443,007630.OF,南方全球精选债券A美元现汇,南方基金,招商银行,债券型,20190821,20220822,,20190722,,2.0579,0.8,0.22,,0.142,0.01,,巴克莱全球债券指数(Barclay Global Aggregate Index)*95%+同期人民币一年定期存款利率(税后)*5%,D,债券型,契约型开放式,,20191021,20191021,O
10444,007628.OF,南方全球精选债券A人民币,南方基金,招商银行,债券型,20190821,20220822,,20190722,,2.2449,0.8,0.22,,1.0,0.0001,,巴克莱全球债券指数(Barclay Global Aggregate Index)*95%+同期人民币一年定期存款利率(税后)*5%,D,债券型,契约型开放式,,20191021,20191021,O
10445,007629.OF,南方全球精选债券C人民币,南方基金,招商银行,债券型,20190821,20220822,,20190722,,0.6283,0.8,0.22,,1.0,0.0001,,巴克莱全球债券指数(Barclay Global Aggregate Index)*95%+同期人民币一年定期存款利率(税后)*5%,D,债券型,契约型开放式,,20191021,20191021,O
10446,007631.OF,南方全球精选债券C美元现汇,南方基金,招商银行,债券型,20190821,20220822,,20190722,,0.6196,0.8,0.22,,0.142,0.01,,巴克莱全球债券指数(Barclay Global Aggregate Index)*95%+同期人民币一年定期存款利率(税后)*5%,D,债券型,契约型开放式,,20191021,20191021,O
10447,007527.OF,融通量化多策略灵活配置A,融通基金,中国农业银行,混合型,20190821,,,20190722,,2.3023,1.5,0.25,,1.0,0.001,,中证800指数收益率*80%+中证综合债券指数收益率*20%,L,灵活配置型,契约型开放式,,20190920,20190920,O
10448,007528.OF,融通量化多策略灵活配置C,融通基金,中国农业银行,混合型,20190821,,,20190722,,0.3476,1.5,0.25,,1.0,0.001,,中证800指数收益率*80%+中证综合债券指数收益率*20%,L,灵活配置型,契约型开放式,,20190920,20190920,O
10449,007811.OF,淳厚信泽A,淳厚基金,中信证券,混合型,20190821,,,20190808,,2.2832,1.5,0.2,,1.0,0.01,,沪深300指数收益率*40%+中债综合全价(总值)指数收益率*40%+中证港股通综合指数收益率*20%,L,灵活配置型,契约型开放式,,20191121,20191121,O
10450,007812.OF,淳厚信泽C,淳厚基金,中信证券,混合型,20190821,,,20190808,,2.7305,1.5,0.2,,1.0,0.01,,沪深300指数收益率*40%+中债综合全价(总值)指数收益率*40%+中证港股通综合指数收益率*20%,L,灵活配置型,契约型开放式,,20191121,20191121,O
10451,006706.OF,中融聚汇3个月定开,中融基金,交通银行,债券型,20190821,,,20190516,,0.3,0.3,0.1,,1.0,,,中债综合指数(全价)收益率,L,债券型,契约型开放式,,20191121,20191121,O
10452,007342.OF,国投瑞银顺臻纯债A,国投瑞银基金,南京银行,债券型,20190821,,,20190819,,2.6007,0.3,0.1,,1.0,0.001,,中债综合指数收益率,L,债券型,契约型开放式,,20190923,20190923,O
10453,005102.OF,工银沪深300ETF联接A,工银瑞信基金,中国农业银行,股票型,20190821,,,20190722,,5.7296,0.45,0.1,,1.0,0.001,,沪深300指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190923,20190923,O
10454,007627.OF,银华稳裕六个月定开C,银华基金,交通银行,债券型,20190821,20200325,,20190715,,0.0827,0.15,0.05,,1.0,0.001,,同期半年定期存款利率(税后)*1.1,D,债券型,契约型开放式,,,20200221,O
10455,007781.OF,天弘弘新A,天弘基金,国泰君安,混合型,20190821,,,20190820,,0.1001,0.6,0.1,,1.0,0.001,,中证全债指数收益率*85%+沪深300指数收益率*15%,L,混合型,契约型开放式,,20190826,20190826,O
10456,007626.OF,银华稳裕六个月定开A,银华基金,交通银行,债券型,20190821,20200325,,20190715,,41.5328,0.15,0.05,,1.0,0.001,,同期半年定期存款利率(税后)*1.1,D,债券型,契约型开放式,,,20200221,O
10457,007604.OF,景顺长城中短债C,景顺长城基金,招商银行,债券型,20190820,,,20190801,,2.2989,0.3,0.1,,1.0,0.0001,,中债总财富(1-3年)指数收益率*80%+一年定期存款利率*20%,L,债券型,契约型开放式,,20190923,20190923,O
10458,007824.OF,天弘弘择短债C,天弘基金,中国银行,债券型,20190820,,,20190809,,0.8699,0.25,0.05,,1.0,0.001,,中债新综合全价(1年以下)指数收益率,L,债券型,契约型开放式,,20190829,20190829,O
10459,007603.OF,景顺长城中短债A,景顺长城基金,招商银行,债券型,20190820,,,20190801,,1.4547,0.3,0.1,,1.0,0.0001,,中债总财富(1-3年)指数收益率*80%+一年定期存款利率*20%,L,债券型,契约型开放式,,20190923,20190923,O
10460,007823.OF,天弘弘择短债A,天弘基金,中国银行,债券型,20190820,,,20190809,,1.1997,0.25,0.05,,1.0,0.001,,中债新综合全价(1年以下)指数收益率,L,债券型,契约型开放式,,20190829,20190829,O
10461,007560.OF,中融恒鑫纯债A,中融基金,南京银行,债券型,20190820,,,20190801,,2.0004,0.3,0.1,,1.0,0.0001,,中债综合指数(全价)收益率,L,债券型,契约型开放式,,20190923,20190923,O
10462,007561.OF,中融恒鑫纯债C,中融基金,南京银行,债券型,20190820,,,20190801,,0.0001,0.3,0.1,,1.0,0.0001,,中债综合指数(全价)收益率,L,债券型,契约型开放式,,20190923,20190923,O
10463,007882.OF,易方达沪深300非银ETF联接C,易方达基金,中国建设银行,股票型,20190820,,,,,,0.5,0.1,,1.0,,,沪深300非银行金融指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190820,20190820,O
10464,007883.OF,易方达沪深300医药ETF联接C,易方达基金,中国建设银行,股票型,20190820,,,,,,0.5,0.1,,1.0,,,沪深300医药卫生指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190820,20190820,O
10465,007866.OF,创金合信货币C,创金合信基金,招商银行,货币市场型,20190819,,,,,,0.15,0.1,,1.0,,,中国人民银行公布的七天通知存款利率(税后),L,货币型,契约型开放式,,20190819,20190819,O
10466,007641.OF,泰达宏利鑫利半年定开A,泰达宏利基金,中国邮政储蓄银行,债券型,20190816,20220708,,20190724,,3.727,0.3,0.1,,1.0,0.0001,,中债新综合财富(总值)指数收益率,D,债券型,契约型开放式,,20200217,20200217,O
10467,007642.OF,泰达宏利鑫利半年定开C,泰达宏利基金,中国邮政储蓄银行,债券型,20190816,20220708,,20190724,,0.7497,0.3,0.1,,1.0,0.0001,,中债新综合财富(总值)指数收益率,D,债券型,契约型开放式,,20200217,20200217,O
10468,007779.OF,银华尊和养老2030三年A,银华基金,交通银行,混合型,20190816,,,20190805,,0.1369,0.8,0.2,,1.0,0.001,,中证全债指数收益率*73%+沪深300指数收益率*27%,L,混合型,契约型开放式,,20190830,20220816,O
10469,006242.OF,宝盈盈润纯债,宝盈基金,中国光大银行,债券型,20190816,,,20190726,,2.5233,0.3,0.1,,1.0,0.001,,中证全债指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20190821,20190917,O
10470,515880.SH,通信ETF,国泰基金,中国工商银行,股票型,20190816,,20190906,20190722,,4.7646,0.5,0.1,,1.0,0.1,,中证全指通信设备指数收益率,L,被动指数型,契约型开放式,,20190906,20190906,E
10471,007659.OF,博时富汇纯债3个月定开,博时基金,中国光大银行,债券型,20190816,,,20190807,,9.6,0.3,0.1,,1.0,,,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20191118,20191118,O
10472,007780.OF,银华养老2040三年A,银华基金,中国银行,混合型,20190816,,,20190805,,0.1008,0.8,0.15,,1.0,0.001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,混合型,契约型开放式,,20190830,20220816,O
10473,007264.OF,人保中高等级信用债A,人保资产,中国工商银行,债券型,20190814,,,20190722,,3.259,0.6,0.2,,1.0,0.001,,中债高信用等级债券财富(总值)指数收益率,L,债券型,契约型开放式,,20190916,20190916,O
10474,007102.OF,民生加银添鑫纯债A,民生加银基金,中国工商银行,债券型,20190814,20220217,,20190729,,7.4692,0.5,0.1,,1.0,0.01,,中国债券综合指数收益率,D,债券型,契约型开放式,,20191014,20191014,O
10475,007103.OF,民生加银添鑫纯债C,民生加银基金,中国工商银行,债券型,20190814,20220217,,20190729,,4.1256,0.5,0.1,,1.0,0.01,,中国债券综合指数收益率,D,债券型,契约型开放式,,20191014,20191014,O
10476,006801.OF,前海联合科技先锋A,新疆前海联合基金,浦发银行,混合型,20190814,,,20190722,,0.6657,1.5,0.25,,1.0,0.0001,,中证新兴产业指数收益率*70%+中债综合全价指数收益率*30%,L,混合型,契约型开放式,,20190912,20190912,O
10477,007054.OF,平安季开鑫三个月定开C,平安基金,平安银行,债券型,20190814,,,20190722,,0.251,0.3,0.1,,1.0,500.0,,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20191111,20191118,O
10478,006802.OF,前海联合科技先锋C,新疆前海联合基金,浦发银行,混合型,20190814,,,20190722,,1.8927,1.5,0.25,,1.0,0.0001,,中证新兴产业指数收益率*70%+中债综合全价指数收益率*30%,L,混合型,契约型开放式,,20190912,20190912,O
10479,007055.OF,平安季开鑫三个月定开E,平安基金,平安银行,债券型,20190814,,,20190722,,5.7761,0.3,0.1,,1.0,0.01,,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20191111,20191118,O
10480,007053.OF,平安季开鑫三个月定开A,平安基金,平安银行,债券型,20190814,,,20190722,,3.881,0.3,0.1,,1.0,0.01,,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20191111,20191118,O
10481,007265.OF,人保中高等级信用债C,人保资产,中国工商银行,债券型,20190814,,,20190722,,1.9929,0.6,0.2,,1.0,0.001,,中债高信用等级债券财富(总值)指数收益率,L,债券型,契约型开放式,,20190916,20190916,O
10482,005891.OF,先锋博盈纯债C,先锋基金,交通银行,债券型,20190814,,,20190513,,2.0011,0.7,0.1,,1.0,0.001,,中债总指数(全价)收益率,L,债券型,契约型开放式,,20190912,20190912,O
10483,005890.OF,先锋博盈纯债A,先锋基金,交通银行,债券型,20190814,,,20190513,,0.0006,0.7,0.1,,1.0,0.001,,中债总指数(全价)收益率,L,债券型,契约型开放式,,20190912,20190912,O
10484,007484.OF,信澳核心科技,信达澳亚基金,交通银行,混合型,20190814,,,20190701,,3.451,1.5,0.25,,1.0,0.001,,中证TMT产业主题指数收益率*60%+中证港股通综合指数收益率*20%+中证全债指数收益率*20%,L,混合型,契约型开放式,,20190912,20190912,O
10485,006769.OF,长城研究精选A,长城基金,招商银行,混合型,20190814,,,20190517,,4.1509,1.5,0.25,,1.0,0.1,,中证800指数收益率*60%+中债综合财富指数收益率*30%+中证港股通综合指数收益率(使用估值汇率折算)*10%,L,混合型,契约型开放式,,20190822,20191015,O
10486,007310.OF,银华尊尚稳健养老一年A,银华基金,浦发银行,混合型,20190814,,,20190806,,0.107,0.6,0.1,,1.0,0.001,,中证全债指数收益率*75%+沪深300指数收益率*25%,L,混合型,契约型开放式,,20190830,20200814,O
10487,006869.OF,广发政策性金融债,广发基金,兴业银行,债券型,20190814,,,20190619,,2.008,0.3,0.1,,1.0,0.0001,,中债-金融债券总全价(总值)指数收益率,L,债券型,契约型开放式,,20190916,20190916,O
10488,007681.OF,鹏华丰登,鹏华基金,杭州银行,债券型,20190814,,,20190805,,2.0501,0.3,0.05,,1.0,0.001,,中债综合全价(总值)指数收益率*95%+银行活期存款利率(税后)*5%,L,债券型,契约型开放式,,20190822,20190822,O
10489,007696.OF,嘉实融享浮动净值型,嘉实基金,江苏银行,货币市场型,20190814,,,20190813,,2.1,0.15,0.05,,100.0,,,中国人民银行公布的人民币活期存款基准利率(税后),L,货币型,契约型开放式,,20190822,20190822,O
10490,007602.OF,人保利璟纯债C,人保资产,招商银行,债券型,20190814,20210419,,20190711,,1.8219,0.3,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率*90%+银行活期存款利率(税后)*10%,D,债券型,契约型开放式,,20190902,20190903,O
10491,007601.OF,人保利璟纯债A,人保资产,招商银行,债券型,20190814,20210419,,20190711,,0.6008,0.3,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率*90%+银行活期存款利率(税后)*10%,D,债券型,契约型开放式,,20190902,20190903,O
10492,007541.OF,新华MSCI中国A股国际ETF联接,新华基金,中国农业银行,股票型,20190814,20221206,,20190701,,3.1192,0.5,0.1,,1.0,0.01,,MSCI中国A股国际指数收益率*95%+银行活期存款(税后)利率*5%,D,被动指数型,契约型开放式,,20190916,20190916,O
10493,007669.OF,太平睿盈C,太平基金,招商银行,混合型,20190813,,,,,,0.6,0.2,,1.0,,,中债综合指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20190813,20190813,O
10494,007677.OF,蜂巢添汇纯债C,蜂巢基金,江苏银行,债券型,20190812,,,20190726,,0.0001,0.3,0.1,,1.0,1.0,,中债综合全价(总值)指数收益率*80%+1年期银行定期存款利率(税后)*20%,L,债券型,契约型开放式,,20190820,20190820,O
10495,007676.OF,蜂巢添汇纯债A,蜂巢基金,江苏银行,债券型,20190812,,,20190726,,4.2013,0.3,0.1,,1.0,1.0,,中债综合全价(总值)指数收益率*80%+1年期银行定期存款利率(税后)*20%,L,债券型,契约型开放式,,20190820,20190820,O
10496,006821.OF,凯石源C,凯石基金,平安银行,混合型,20190809,20201223,,20190611,,0.0,1.0,0.25,,1.0,0.001,,沪深300指数收益率*70%+中债总全价指数收益率*30%,D,混合型,契约型开放式,,20190829,20190829,O
10497,006820.OF,凯石源A,凯石基金,平安银行,混合型,20190809,20201223,,20190611,,2.0002,1.0,0.25,,1.0,0.001,,沪深300指数收益率*70%+中债总全价指数收益率*30%,D,混合型,契约型开放式,,20190829,20190829,O
10498,007609.OF,汇安嘉诚A,汇安基金,中国光大银行,债券型,20190809,,,20190723,,4.7264,0.7,0.15,,1.0,0.0001,,中债综合指数(全价)收益率,L,债券型,契约型开放式,,20200810,20200810,O
10499,007266.OF,嘉实新添益定期开放A,嘉实基金,交通银行,混合型,20190809,,,20190508,,3.0908,0.8,0.15,,1.0,0.0001,,中债综合财富指数收益率*85%+沪深300指数收益率*15%,L,混合型,契约型开放式,,20200810,20200810,O
10500,007610.OF,汇安嘉诚C,汇安基金,中国光大银行,债券型,20190809,,,20190723,,7.8452,0.7,0.15,,1.0,0.0001,,中债综合指数(全价)收益率,L,债券型,契约型开放式,,20200810,20200810,O
10501,007704.OF,万家鑫盛纯债C,万家基金,交通银行,债券型,20190809,,,20190805,,0.0001,0.3,0.1,,1.0,0.001,,中债新综合指数(全价)收益率,L,债券型,契约型开放式,,20190827,20190827,O
10502,007703.OF,万家鑫盛纯债A,万家基金,交通银行,债券型,20190809,,,20190805,,2.0,0.3,0.1,,1.0,0.001,,中债新综合指数(全价)收益率,L,债券型,契约型开放式,,20190827,20190827,O
10503,007433.OF,兴银合丰政策性金融债A,兴银基金,浙商银行,债券型,20190809,,,20190621,,2.0002,0.3,0.1,,1.0,0.001,,中证政策性金融债指数收益率,L,债券型,契约型开放式,,20190910,20190910,O
10504,007582.OF,中泰青月中短债A,中泰资管,中国工商银行,债券型,20190809,,,20190715,,7.7044,0.3,0.1,,1.0,0.001,,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20190909,20190909,O
10505,007583.OF,中泰青月中短债C,中泰资管,中国工商银行,债券型,20190809,,,20190715,,6.1891,0.3,0.1,,1.0,0.001,,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20190909,20190909,O
10506,007267.OF,嘉实新添益定期开放C,嘉实基金,交通银行,混合型,20190809,,,20190508,,0.0621,0.8,0.15,,1.0,0.0001,,中债综合财富指数收益率*85%+沪深300指数收益率*15%,L,混合型,契约型开放式,,20200810,20200810,O
10507,007799.OF,申万菱信中小企业100C,申万菱信基金,中国农业银行,股票型,20190808,,,,,,0.65,0.12,,1.0,,,中小企业100指数收益率*95%+银行同业存款利率*5%,L,被动指数型,契约型开放式,,20190808,20190808,O
10508,007798.OF,申万菱信新兴健康C,申万菱信基金,中国农业银行,股票型,20190808,20200409,,,,,1.0,0.22,,1.0,,,中证申万新兴健康产业主题投资指数收益率*95%+银行同业存款利率*5%,D,被动指数型,契约型开放式,,20190808,20190808,O
10509,007800.OF,申万菱信沪深300价值C,申万菱信基金,中国工商银行,股票型,20190808,,,,,,0.65,0.15,,1.0,,,沪深300价值指数增长率*95%+银行同业存款利率*5%,L,被动指数型,契约型开放式,,20190808,20190808,O
10510,007794.OF,申万菱信中证500优选增强C,申万菱信基金,中国农业银行,股票型,20190808,,,,,,1.0,0.2,,1.0,,,中证500指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20190808,20190808,O
10511,007795.OF,申万菱信中证500指数增强C,申万菱信基金,中国工商银行,股票型,20190808,,,,,,1.0,0.2,,1.0,,,中证500指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20190808,20190808,O
10512,007804.OF,申万菱信沪深300指数增强C,申万菱信基金,中国工商银行,股票型,20190808,,,,,,1.0,0.18,,1.0,,,"沪深300指数收益率*95%+1.5%(指年收益率,评价时按期间折算)",L,增强指数型,契约型开放式,,20190808,20190808,O
10513,515300.SH,红利低波ETF基金,嘉实基金,中国工商银行,股票型,20190808,,20190919,20190701,,7.6668,0.5,0.1,,1.0,0.1,,沪深300红利低波动指数收益率,L,被动指数型,契约型开放式,,20190919,20190919,E
10514,007728.OF,人保添益6个月定开C,人保资产,中国银行,债券型,20190807,20200531,,20190725,,3.8867,0.15,0.05,,1.0,0.001,,同期六个月银行定期存款利率(税后)*1.2,D,债券型,契约型开放式,,20200207,20200207,O
10515,007727.OF,人保添益6个月定开A,人保资产,中国银行,债券型,20190807,20200531,,20190725,,9.6306,0.15,0.05,,1.0,0.001,,同期六个月银行定期存款利率(税后)*1.2,D,债券型,契约型开放式,,20200207,20200207,O
10516,007686.OF,东方价值挖掘C,东方基金,中国民生银行,混合型,20190807,,,,,,0.7,0.1,,1.0,,,沪深300指数收益率*60%+中债总全价指数收益率*40%,L,灵活配置型,契约型开放式,,20190807,20190807,O
10517,007032.OF,平安可转债A,平安基金,中国银行,债券型,20190807,,,20190510,,8.279,0.7,0.2,,1.0,0.01,,中证可转换债券指数收益率*70%+中债综合财富(总值)指数收益率*20%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20191008,20191008,O
10518,007033.OF,平安可转债C,平安基金,中国银行,债券型,20190807,,,20190510,,0.7776,0.7,0.2,,1.0,0.01,,中证可转换债券指数收益率*70%+中债综合财富(总值)指数收益率*20%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20191008,20191008,O
10519,007772.OF,浦银安盛盛煊3个月定开债,浦银安盛基金,招商银行,债券型,20190807,,,20190805,,40.1,0.3,0.1,,1.0,,,中证综合债指数收益率,L,债券型,契约型开放式,,20191107,20191107,O
10520,007687.OF,东方成长收益C,东方基金,中国邮政储蓄银行,混合型,20190807,,,,,,0.6,0.16,,1.0,,,中债总全价指数收益率*85%+沪深300指数收益率*15%,L,灵活配置型,契约型开放式,,20190807,20190807,O
10521,007214.OF,国泰惠丰纯债,国泰基金,中国民生银行,债券型,20190805,,,20190729,,2.043,0.3,0.1,,1.0,0.001,,中证综合债指数收益率,L,债券型,契约型开放式,,20190823,20190823,O
10522,007717.OF,工银瑞信尊享短债F,工银瑞信基金,中国光大银行,债券型,20190805,,,,,,0.3,0.05,,1.0,,,中债-综合财富(1年以下)指数收益率,L,债券型,契约型开放式,,20190805,20190805,O
10523,006245.OF,嘉实养老2030三年A,嘉实基金,中国农业银行,混合型,20190805,,,20190520,,2.0103,0.8,0.15,,1.0,0.0001,,中债总财富指数收益率*57.45%+中证800指数收益率*42.55%,L,混合型,契约型开放式,,20190823,20220804,O
10524,512190.SH,浙商之江凤凰ETF,浙商资管,中国银行,股票型,20190805,,20190909,20190626,,3.2432,0.5,0.1,,1.0,0.1,,中证浙江凤凰行动50指数收益率,L,被动指数型,契约型开放式,,20190909,20190909,E
10525,007331.OF,国泰惠融纯债,国泰基金,中国邮政储蓄银行,债券型,20190805,,,20190729,,2.0228,0.3,0.1,,1.0,0.001,,国证利率债指数收益率,L,债券型,契约型开放式,,20190823,20190823,O
10526,007589.OF,嘉实致元42个月定开,嘉实基金,中国光大银行,债券型,20190805,,,20190708,,22.3042,0.15,0.05,,1.0,0.0001,,中债综合全价(3-5年)指数收益率,L,债券型,契约型开放式,,,,O
10527,007455.OF,富国蓝筹精选人民币,富国基金,招商银行,股票型,20190802,,,20190613,,2.4769,1.8,0.35,,1.0,0.001,,MSCI中国指数收益率*90%+人民币活期存款利率(税后)*10%,L,股票型,契约型开放式,,20191009,20191009,O
10528,007801.OF,大成中证红利C,大成基金,中国建设银行,股票型,20190802,,,,,,0.75,0.15,,1.0,,,中证红利指数*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190802,20190802,O
10529,007321.OF,鹏华金利,鹏华基金,兴业银行,债券型,20190802,,,20190531,,6.3069,0.3,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率*95%+银行活期存款利率(税后)*5%,L,债券型,契约型开放式,,20190902,20190902,O
10530,007291.OF,汇丰晋信港股通双核策略,汇丰晋信基金,招商银行,混合型,20190802,,,20190708,,2.8063,1.5,0.25,,1.0,0.1,,中证港股通综合指数收益率*70%+中债新综合指数*30%,L,混合型,契约型开放式,,20191031,20191031,O
10531,005426.OF,光大尊丰纯债定期开放,光大保德信基金,中国光大银行,债券型,20190801,,,20190730,,2.1,0.4,0.1,,1.0,,,中债总全价指数收益率,L,债券型,契约型开放式,,20191101,20191101,O
10532,007632.OF,华润元大安鑫C,华润元大基金,中国农业银行,混合型,20190801,,,,,,1.4,0.2,,1.0,,,沪深300指数收益率*60%+中债综合指数收益率*25%+恒生指数收益率*15%,L,灵活配置型,契约型开放式,,20190801,20190801,O
10533,159968.SZ,中证500ETF博时,博时基金,招商银行,股票型,20190801,,20191031,20190701,,27.6219,0.15,0.05,,1.0,0.1,,中证500指数收益率,L,被动指数型,契约型开放式,,20191031,20191031,E
10534,006251.OF,银华兴盛,银华基金,中国民生银行,股票型,20190801,,,20190701,,3.2917,1.5,0.25,,1.0,0.001,,沪深300指数收益率*90%+中债综合财富指数收益率*10%,L,股票型,契约型开放式,,20191028,20191028,O
10535,007431.OF,浙商汇金中证凤凰50ETF联接,浙商资管,中国银行,股票型,20190731,,,20190710,,3.9845,0.5,0.1,,1.0,0.1,,中证浙江凤凰行动50指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190909,20190909,O
10536,007488.OF,万家民安增利12个月A,万家基金,中国民生银行,债券型,20190731,,,20190527,,5.321,0.15,0.05,,1.0,0.001,,每个封闭期同期12个月银行定期存款利率(税后)+1.50%,L,债券型,契约型开放式,,20200731,20200731,O
10537,007524.OF,汇添富内需增长C,汇添富基金,中国农业银行,股票型,20190731,,,20190710,,2.1398,1.5,0.25,,1.0,0.001,,中证主要消费指数收益率*40%+中证医疗指数收益率*30%+中证养老产业指数收益率*15%+中债综合指数收益率*15%,L,股票型,契约型开放式,,20190923,20190923,O
