,,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market,ts_code,ann_date,name,gender,birth_year,edu,nationality,begin_date,end_date,resume
10,1621,150013.SZ,中证100B,国联安基金,中国建设银行,股票型,20100416,20201203,20100618,20100318,20201202,3.9462,1.0,0.22,,1.0,0.1,,中证100指数收益率*95%+活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20100618,,E,150013.SZ,20101231,冯天戈,M,,硕士,中国,20100416,20101231,"理学硕士,于1996年5月加入海南富岛资产管理有限公司任研究员，2001年10月加入长城基金管理有限公司任研究员、基金经理助理，2003年5月加入国泰基金管理有限公司任基金经理助理，2004年3月起任国泰金鹰增长基金(2017年2月23日起更名为国泰金鹰增长灵活配置证券投资基金)基金经理，2006年9月起兼任国泰金鹏蓝筹价值基金基金经理，2007年4月加入工银瑞信基金管理有限公司，2007年10月加入国联安基金管理有限公司，任副投资总监，2008年3月至2009年9月兼任国联安德盛稳健证券投资基金基金经理，2008年6月至2010年5月兼任国联安德盛安心成长混合型证券投资基金基金经理，2008年10月至2010年5月兼任国联安德盛红利股票证券投资基金基金经理。2010年4月至2010年12月担任国联安双禧中证100指数分级证券投资基金基金经理。"
11,1617,150016.SZ,合润A,兴证全球基金,招商银行,混合型,20100422,20201231,20100531,20100322,20210104,1.3465,1.5,0.25,,1.0,0.1,,沪深300指数*80%+中证国债指数*20%,D,混合型,契约型封闭式,,20100531,,E,150016.SZ,20201231,谢治宇,M,1981,硕士,中国,20130129,20201231,2007年加入兴业全球基金管理有限公司，历任兴全基金管理有限公司研究部研究员，专户投资部投资经理，现任基金管理部投资总监。2010年起在兴业全球基金管理有限公司专户投资部任投资经理。2013年1月29日起任兴全合润分级股票型证券投资基金(2021年1月起转型为兴全合润混合型证券投资基金)基金经理。2014年12月至2018年5月担任兴全轻资产投资股票型证券投资基金(LOF)基金经理。2018年1月起任兴全合宜灵活配置混合型证券投资基金基金经理(2020年1月转型为兴全合宜灵活配置混合型证券投资基金(LOF))。2019年12月起担任兴全社会价值三年持有期混合型证券投资基金基金经理。2021年10月起任兴全趋势投资混合型证券投资基金(LOF)基金经理。
12,1618,150017.SZ,合润B,兴证全球基金,招商银行,混合型,20100422,20201231,20100531,20100322,20210104,2.0197,1.5,0.25,,1.0,0.1,,沪深300指数*80%+中证国债指数*20%,D,混合型,契约型封闭式,,20100531,,E,150017.SZ,20201231,谢治宇,M,1981,硕士,中国,20130129,20201231,2007年加入兴业全球基金管理有限公司，历任兴全基金管理有限公司研究部研究员，专户投资部投资经理，现任基金管理部投资总监。2010年起在兴业全球基金管理有限公司专户投资部任投资经理。2013年1月29日起任兴全合润分级股票型证券投资基金(2021年1月起转型为兴全合润混合型证券投资基金)基金经理。2014年12月至2018年5月担任兴全轻资产投资股票型证券投资基金(LOF)基金经理。2018年1月起任兴全合宜灵活配置混合型证券投资基金基金经理(2020年1月转型为兴全合宜灵活配置混合型证券投资基金(LOF))。2019年12月起担任兴全社会价值三年持有期混合型证券投资基金基金经理。2021年10月起任兴全趋势投资混合型证券投资基金(LOF)基金经理。
13,1613,150018.SZ,银华稳进,银华基金,中国民生银行,股票型,20100507,20201231,20100607,20100401,20210104,2.2745,1.0,0.2,,1.0,0.1,,深证100价格指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20100607,,E,150018.SZ,20201231,张凯,M,,硕士,中国,20190829,20201231,CFA，硕士学位，毕业于清华大学。2009年7月加盟银华基金管理有限公司，从事量化策略研发和投资组合管理等工作，曾担任量化投资部研究员、基金经理助理、基金经理等职，现任量化投资部总监助理。自2012年11月14日至2022年7月任银华中证等权重90指数分级证券投资基金(2020年11月起转型为银华中证等权重90指数证券投资基金(LOF))基金经理。2013年11月至2019年4月担任银华中证800等权重指数增强分级证券投资基金基金经理。2016年1月至2018年4月任银华全球核心优选证券投资基金基金经理。2016年4月起任银华大数据灵活配置定期开放混合型发起式证券投资基金基金经理。2016年4月至2018年9月担任银华量化智慧动力灵活配置混合型证券投资基金基金经理。2018年3月起担任银华沪深300指数分级证券投资基金基金经理(2020年11月转型为银华沪深300指数证券投资基金(LOF))。2019年6月至2021年7月任银华深证100交易型开放式指数证券投资基金基金经理。2019年8月起任银华深证100指数分级证券投资基金(2021年1月转型为银华深证100指数证券投资基金(LOF))基金经理。2019年12月至2021年9月任银华巨潮小盘价值交易型开放式指数证券投资基金基金经理。2021年2月至2022年2月任银华巨潮小盘价值交易型开放式指数证券投资基金发起式联接基金基金经理。2021年5月至2022年6月任银华中证研发创新100交易型开放式指数证券投资基金基金经理。2021年7月起任银华中证虚拟现实主题交易型开放式指数证券投资基金基金经理。2021年9月起任银华中证机器人交易型开放式指数证券投资基金、银华稳健增利灵活配置混合型发起式证券投资基金、银华新能源新材料量化优选股票型发起式证券投资基金基金经理。2021年11月起任银华华证ESG领先指数证券投资基金基金经理。2021年12月起任银华中证内地低碳经济主题交易型开放式指数证券投资基金基金经理。2022年1月起任银华中证内地地产主题交易型开放式指数证券投资基金基金经理。2022年3月起任银华中证港股通医药卫生综合交易型开放式指数证券投资基金基金经理。
14,1614,150019.SZ,银华锐进,银华基金,中国民生银行,股票型,20100507,20201231,20100607,20100401,20210104,2.2745,1.0,0.2,,1.0,0.1,,深证100价格指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20100607,,E,150019.SZ,20201231,张凯,M,,硕士,中国,20190829,20201231,CFA，硕士学位，毕业于清华大学。2009年7月加盟银华基金管理有限公司，从事量化策略研发和投资组合管理等工作，曾担任量化投资部研究员、基金经理助理、基金经理等职，现任量化投资部总监助理。自2012年11月14日至2022年7月任银华中证等权重90指数分级证券投资基金(2020年11月起转型为银华中证等权重90指数证券投资基金(LOF))基金经理。2013年11月至2019年4月担任银华中证800等权重指数增强分级证券投资基金基金经理。2016年1月至2018年4月任银华全球核心优选证券投资基金基金经理。2016年4月起任银华大数据灵活配置定期开放混合型发起式证券投资基金基金经理。2016年4月至2018年9月担任银华量化智慧动力灵活配置混合型证券投资基金基金经理。2018年3月起担任银华沪深300指数分级证券投资基金基金经理(2020年11月转型为银华沪深300指数证券投资基金(LOF))。2019年6月至2021年7月任银华深证100交易型开放式指数证券投资基金基金经理。2019年8月起任银华深证100指数分级证券投资基金(2021年1月转型为银华深证100指数证券投资基金(LOF))基金经理。2019年12月至2021年9月任银华巨潮小盘价值交易型开放式指数证券投资基金基金经理。2021年2月至2022年2月任银华巨潮小盘价值交易型开放式指数证券投资基金发起式联接基金基金经理。2021年5月至2022年6月任银华中证研发创新100交易型开放式指数证券投资基金基金经理。2021年7月起任银华中证虚拟现实主题交易型开放式指数证券投资基金基金经理。2021年9月起任银华中证机器人交易型开放式指数证券投资基金、银华稳健增利灵活配置混合型发起式证券投资基金、银华新能源新材料量化优选股票型发起式证券投资基金基金经理。2021年11月起任银华华证ESG领先指数证券投资基金基金经理。2021年12月起任银华中证内地低碳经济主题交易型开放式指数证券投资基金基金经理。2022年1月起任银华中证内地地产主题交易型开放式指数证券投资基金基金经理。2022年3月起任银华中证港股通医药卫生综合交易型开放式指数证券投资基金基金经理。
15,1339,150020.SZ,汇利A,富国基金,中国农业银行,债券型,20130909,20171210,20131021,20130909,20171211,4.0336,0.6,0.2,,1.0,,,中债综合指数,D,债券型,契约型封闭式,,20131021,,E,150020.SZ,20171211,黄纪亮,M,,硕士,中国,20140326,20171210,浙江大学数学学士，华东师范大学统计硕士，FRM；自2008年7月至2012年11月在国泰君安证券股份有限公司任助理研究员，从事债券研究；自2012年11月至2013年2月在富国基金管理有限公司任债券研究员；2013年2月26日起担任富国强回报基金经理；2014年3月26日至2017年12月兼任富国汇利回报分级债券基金经理，2014年3月26日起兼任富国天利增长债券投资基金基金经理。2014年6月21日起任富国信用债债券型证券投资基金基金经理。2016年8月起任富国目标齐利一年期纯债债券型证券投资基金基金经理。2016年9月起任富国产业债债券型证券投资基金基金经理。2016年9月至2020年6月任富国睿利定期开放混合型发起式证券投资基金基金经理。2017年8月起担任富国祥利一年期定期开放债券型证券投资基金基金经理。2017年9月至2019年8月担任富国兴利增强债券型发起式证券投资基金基金经理。2017年12月起担任富国汇利回报两年定期开放债券型证券投资基金基金经理。2018年4月至2021年7月任富国臻利纯债定期开放债券型发起式证券投资基金基金经理。2018年4月至2021年9月任富国尊利纯债定期开放债券型发起式证券投资基金基金经理。2018年4月至2021年7月任富国鼎利纯债债券型发起式证券投资基金(2019年7月转型为富国鼎利纯债三个月定期开放债券型发起式证券投资基金)基金经理。2018年8月至2020年11月任富国颐利纯债债券型证券投资基金基金经理。2018年9月至2019年11月担任富国金融债债券型证券投资基金基金经理。2019年3月至2021年7月任富国德利纯债三个月定期开放债券型发起式证券投资基金基金经理。2019年9月起任富国投资级信用债债券型证券投资基金基金经理。2021年11月起任富国悦享回报12个月持有期混合型证券投资基金基金经理。2022年2月起任富国裕利债券型证券投资基金基金经理。
16,1340,150021.SZ,汇利B,富国基金,中国农业银行,债券型,20130909,20171210,20131021,20130909,20171211,1.7287,0.6,0.2,,1.0,,,中债综合指数,D,债券型,契约型封闭式,,20131021,,E,150021.SZ,20171211,黄纪亮,M,,硕士,中国,20140326,20171210,浙江大学数学学士，华东师范大学统计硕士，FRM；自2008年7月至2012年11月在国泰君安证券股份有限公司任助理研究员，从事债券研究；自2012年11月至2013年2月在富国基金管理有限公司任债券研究员；2013年2月26日起担任富国强回报基金经理；2014年3月26日至2017年12月兼任富国汇利回报分级债券基金经理，2014年3月26日起兼任富国天利增长债券投资基金基金经理。2014年6月21日起任富国信用债债券型证券投资基金基金经理。2016年8月起任富国目标齐利一年期纯债债券型证券投资基金基金经理。2016年9月起任富国产业债债券型证券投资基金基金经理。2016年9月至2020年6月任富国睿利定期开放混合型发起式证券投资基金基金经理。2017年8月起担任富国祥利一年期定期开放债券型证券投资基金基金经理。2017年9月至2019年8月担任富国兴利增强债券型发起式证券投资基金基金经理。2017年12月起担任富国汇利回报两年定期开放债券型证券投资基金基金经理。2018年4月至2021年7月任富国臻利纯债定期开放债券型发起式证券投资基金基金经理。2018年4月至2021年9月任富国尊利纯债定期开放债券型发起式证券投资基金基金经理。2018年4月至2021年7月任富国鼎利纯债债券型发起式证券投资基金(2019年7月转型为富国鼎利纯债三个月定期开放债券型发起式证券投资基金)基金经理。2018年8月至2020年11月任富国颐利纯债债券型证券投资基金基金经理。2018年9月至2019年11月担任富国金融债债券型证券投资基金基金经理。2019年3月至2021年7月任富国德利纯债三个月定期开放债券型发起式证券投资基金基金经理。2019年9月起任富国投资级信用债债券型证券投资基金基金经理。2021年11月起任富国悦享回报12个月持有期混合型证券投资基金基金经理。2022年2月起任富国裕利债券型证券投资基金基金经理。
17,1593,150022.SZ,深成指A,申万菱信基金,中国工商银行,股票型,20101022,20201231,20101108,20100913,20210104,0.9531,1.0,0.22,,1.0,0.1,,深证成指增长率*95%+银行同业存款利率*5%,D,被动指数型,契约型封闭式,,20101108,,E,150022.SZ,20201231,王赟杰,M,,博士,中国,20200722,20201231,2011年起从事金融相关工作，曾任职于海通期货、华鑫证券、海富通基金、中信建投证券等，2020年3月加入申万菱信基金管理有限公司，现任职于指数投资部。2020年7月起担任申万菱信中证申万证券行业指数分级证券投资基金(2021年1月起转型为申万菱信中证申万证券行业指数型证券投资基金)、申万菱信中证研发创新100交易型开放式指数证券投资基金联接基金、申万菱信中证环保产业指数分级证券投资基金(2020年10月转型为申万菱信中证环保产业指数型证券投资基金(LOF))、申万菱信中小板指数证券投资基金(LOF)、申万菱信深证成指分级证券投资基金(2021年1月起转型为申万菱信深证成份指数型证券投资基金)、申万菱信中证研发创新100交易型开放式指数证券投资基金、申万菱信上证50交易型开放式指数发起式证券投资基金基金经理。2022年2月起任申万菱信上证G60战略新兴产业成份交易型开放式指数证券投资基金、申万菱信中证内地新能源主题交易型开放式指数证券投资基金基金经理。2020年7月至2022年8月申万菱信中证申万医药生物指数分级证券投资基金(2021年1月起转型为申万菱信中证申万医药生物指数型证券投资基金)。
18,1592,150023.SZ,深成指B,申万菱信基金,中国工商银行,股票型,20101022,20201231,20101108,20100913,20210104,0.9531,1.0,0.22,,1.0,0.1,,深证成指增长率*95%+银行同业存款利率*5%,D,被动指数型,契约型封闭式,,20101108,,E,150023.SZ,20201231,王赟杰,M,,博士,中国,20200722,20201231,2011年起从事金融相关工作，曾任职于海通期货、华鑫证券、海富通基金、中信建投证券等，2020年3月加入申万菱信基金管理有限公司，现任职于指数投资部。2020年7月起担任申万菱信中证申万证券行业指数分级证券投资基金(2021年1月起转型为申万菱信中证申万证券行业指数型证券投资基金)、申万菱信中证研发创新100交易型开放式指数证券投资基金联接基金、申万菱信中证环保产业指数分级证券投资基金(2020年10月转型为申万菱信中证环保产业指数型证券投资基金(LOF))、申万菱信中小板指数证券投资基金(LOF)、申万菱信深证成指分级证券投资基金(2021年1月起转型为申万菱信深证成份指数型证券投资基金)、申万菱信中证研发创新100交易型开放式指数证券投资基金、申万菱信上证50交易型开放式指数发起式证券投资基金基金经理。2022年2月起任申万菱信上证G60战略新兴产业成份交易型开放式指数证券投资基金、申万菱信中证内地新能源主题交易型开放式指数证券投资基金基金经理。2020年7月至2022年8月申万菱信中证申万医药生物指数分级证券投资基金(2021年1月起转型为申万菱信中证申万医药生物指数型证券投资基金)。
19,1594,150025.SZ,景丰A,大成基金,中国农业银行,债券型,20101015,20131015,20101101,20100920,20131016,22.7147,0.7,0.2,3.0,1.0,0.1,,中债综合指数,D,债券型,契约型封闭式,,20101101,,E,150025.SZ,20131011,陶铄,M,,硕士,中国,20120209,20131015,中国科学院管理学硕士。2002年至2007年曾先后就职于招商银行总行、普华永道会计师事务所和穆迪投资者服务有限公司，主要从事信用研究与分析工作。2007年12月至2010年8月就职于中国国际金融有限公司固定收益部，历任高级经理、副总经理。2010年9月加入大成基金管理有限公司，具有基金从业资格，固定收益投资决策委员会委员，历任研究员、基金经理助理。2011年3月至2011年11月曾任大成强化收益债券型投资基金基金经理助理。2012年2月9日至2013年10月15日担任大成景丰分级债券型证券投资基金基金经理。2012年9月20日至2014年4月4日任大成月添利理财债券型证券投资基金基金经理。2012年11月29日至2014年4月4日任大成理财21天债券型发起式证券投资基金基金经理。2013年5月24日至2014年9月2日任大成景安短融债券型证券投资基金基金经理。2013年6月4日至2014年9月2日任大成景兴信用债债券型证券投资基金基金经理。2013年10月16日至2014年9月2日任大成景丰债券型证券投资基金(LOF)基金经理。2014年1月28日至2014年9月2日任大成信用增利一年定期开放债券型证券投资基金基金经理。2015年12月至2019年10月任南方启元债券型证券投资基金基金经理。2016年1月至2018年2月担任南方聚利1年定期开放债券型证券投资基金(LOF)、南方弘利定期开放债券型发起式证券投资基金基金经理。2016年8月至2017年9月担任南方荣毅定期开放混合型证券投资基金基金经理。2016年8月至2018年2月担任南方荣欢定期开放混合型发起式证券投资基金基金经理。2016年8月至2018年2月担任南方双元债券型证券投资基金基金经理。2016年9月担任南方颐元定期开放债券型发起式证券投资基金基金经理。2016年11月至2018年2月担任南方荣光灵活配置混合型证券投资基金基金经理。2016年12月至2019年11月担任南方宣利定期开放债券型证券投资基金基金经理。2021年10月起任南方兴锦利一年定期开放债券型发起式证券投资基金基金经理。2021年11月起任南方月月享30天滚动持有债券型发起式证券投资基金基金经理。2022年6月起任南方固元6个月持有期债券型证券投资基金基金经理。
20,1595,150026.SZ,景丰B,大成基金,中国农业银行,债券型,20101015,20131015,20101101,20100920,20131016,9.7349,0.7,0.2,3.0,1.0,0.1,,中债综合指数,D,债券型,契约型封闭式,,20101101,,E,150026.SZ,20131011,陶铄,M,,硕士,中国,20120209,20131015,中国科学院管理学硕士。2002年至2007年曾先后就职于招商银行总行、普华永道会计师事务所和穆迪投资者服务有限公司，主要从事信用研究与分析工作。2007年12月至2010年8月就职于中国国际金融有限公司固定收益部，历任高级经理、副总经理。2010年9月加入大成基金管理有限公司，具有基金从业资格，固定收益投资决策委员会委员，历任研究员、基金经理助理。2011年3月至2011年11月曾任大成强化收益债券型投资基金基金经理助理。2012年2月9日至2013年10月15日担任大成景丰分级债券型证券投资基金基金经理。2012年9月20日至2014年4月4日任大成月添利理财债券型证券投资基金基金经理。2012年11月29日至2014年4月4日任大成理财21天债券型发起式证券投资基金基金经理。2013年5月24日至2014年9月2日任大成景安短融债券型证券投资基金基金经理。2013年6月4日至2014年9月2日任大成景兴信用债债券型证券投资基金基金经理。2013年10月16日至2014年9月2日任大成景丰债券型证券投资基金(LOF)基金经理。2014年1月28日至2014年9月2日任大成信用增利一年定期开放债券型证券投资基金基金经理。2015年12月至2019年10月任南方启元债券型证券投资基金基金经理。2016年1月至2018年2月担任南方聚利1年定期开放债券型证券投资基金(LOF)、南方弘利定期开放债券型发起式证券投资基金基金经理。2016年8月至2017年9月担任南方荣毅定期开放混合型证券投资基金基金经理。2016年8月至2018年2月担任南方荣欢定期开放混合型发起式证券投资基金基金经理。2016年8月至2018年2月担任南方双元债券型证券投资基金基金经理。2016年9月担任南方颐元定期开放债券型发起式证券投资基金基金经理。2016年11月至2018年2月担任南方荣光灵活配置混合型证券投资基金基金经理。2016年12月至2019年11月担任南方宣利定期开放债券型证券投资基金基金经理。2021年10月起任南方兴锦利一年定期开放债券型发起式证券投资基金基金经理。2021年11月起任南方月月享30天滚动持有债券型发起式证券投资基金基金经理。2022年6月起任南方固元6个月持有期债券型证券投资基金基金经理。
21,1583,150027.SZ,添利B,天弘基金,中国工商银行,债券型,20101203,20151202,20101220,20101125,20151203,9.9998,0.7,0.2,5.0,1.0,0.1,,中国债券总指数,D,债券型,契约型封闭式,,20101220,,E,150027.SZ,20151202,陈钢,M,,硕士,中国,20111118,20151202,工商管理硕士，2002年7月-2003年8月任华龙证券公司固定收益部高级经理、2003年9月-2004年2月任北京宸星投资管理公司投资经理、2004年3月-2004年6月任兴业证券公司债券总部研究部经理、2004年6月－2006年4月任银华基金管理有限公司机构理财部高级经理、2006年4月－2011年7月任中国人寿资产管理有限公司固定收益部高级投资经理，2011年7月起任天弘基金管理有限公司固定收益总监兼固定收益部总经理。2011年11月至2015年4月担任天弘永利债券型证券投资基金基金经理；2011年11月至2015年12月任天弘添利分级债券型证券投资基金；2011年11月至2014年11月担任天弘丰利分级债券型证券投资基金基金经理。2013年7月至2018年6月担任天弘稳利定期开放债券型证券投资基金基金经理。2013年8月至2016年5月任天弘债券型发起式证券投资基金基金经理。2013年9月至2017年4月任天弘弘利债券型证券投资基金基金经理。2013年9月至2016年9月任天弘同利分级债券型证券投资基金基金经理。2014年11月至2018年6月任天弘丰利债券型证券投资基金(LOF)基金经理。2015年5月至2016年11月任天弘普惠养老保本混合型证券投资基金基金经理。2015年10月至2017年4月担任天弘鑫安宝保本混合型证券投资基金基金经理。2015年12月至2017年10月担任天弘添利债券型证券投资基金(LOF)(原天弘添利分级债券型证券投资基金)基金经理。2016年3月至2019年3月担任天弘乐享保本混合型证券投资基金基金经理。2016年9月至2019年4月担任天弘同利债券型证券投资基金(LOF)(原天弘同利分级债券型证券投资基金)基金经理。2017年9月至2018年12月任天弘优选债券型证券投资基金基金经理。2019年12月起担任天弘鑫利三年定期开放债券型证券投资基金基金经理。2020年2月起担任天弘季季兴三个月定期开放债券型发起式证券投资基金基金经理。2020年9月起任天弘聚新三个月定期开放混合型证券投资基金基金经理。2020年12月起任天弘睿新三个月定期开放混合型证券投资基金基金经理。2021年3月至2022年4月任天弘益新混合型证券投资基金基金经理。2022年5月起任天弘优利短债债券型发起式证券投资基金基金经理。
22,1571,150028.SZ,中证500A,中信保诚基金,中国建设银行,股票型,20110211,20201231,20110314,20110106,20210104,0.1013,1.0,0.22,,1.0,0.1,,中证500指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20110314,,E,150028.SZ,20201231,黄稚,F,,硕士,中国,20180725,20201231,理学硕士，曾任职于中国国际金融有限公司，担任资产管理部产品经理；于平安证券有限责任公司，担任产品经理。2015年6月加入中信保诚基金管理有限公司，历任金融工程师、基金经理助理；现任基金经理。2018年7月起任信诚中证基建工程指数型证券投资基金(LOF)、信诚中证500指数分级证券投资基金(2021年1月起转型为中信保诚中证500指数型证券投资基金(LOF))基金经理。2019年9月起任信诚中证800医药指数分级证券投资基金(2021年1月转型为中信保诚中证800医药指数型证券投资基金(LOF))、信诚中证800有色指数分级证券投资基金(2021年1月起转型为中信保诚中证800有色指数型证券投资基金(LOF))、信诚中证TMT产业主题指数分级证券投资基金(2021年1月起转型为中信保诚中证TMT产业主题指数型证券投资基金 (LOF))、信诚中证信息安全指数分级证券投资基金(2021年1月起转型为中信保诚中证信息安全指数型证券投资基金(LOF))、信诚中证智能家居指数分级证券投资基金(2021年1月起转型为中信保诚中证智能家居指数型证券投资基金(LOF))基金经理。
23,1572,150029.SZ,中证500B,中信保诚基金,中国建设银行,股票型,20110211,20201231,20110314,20110106,20210104,0.152,1.0,0.22,,1.0,0.1,,中证500指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20110314,,E,150029.SZ,20201231,黄稚,F,,硕士,中国,20180725,20201231,理学硕士，曾任职于中国国际金融有限公司，担任资产管理部产品经理；于平安证券有限责任公司，担任产品经理。2015年6月加入中信保诚基金管理有限公司，历任金融工程师、基金经理助理；现任基金经理。2018年7月起任信诚中证基建工程指数型证券投资基金(LOF)、信诚中证500指数分级证券投资基金(2021年1月起转型为中信保诚中证500指数型证券投资基金(LOF))基金经理。2019年9月起任信诚中证800医药指数分级证券投资基金(2021年1月转型为中信保诚中证800医药指数型证券投资基金(LOF))、信诚中证800有色指数分级证券投资基金(2021年1月起转型为中信保诚中证800有色指数型证券投资基金(LOF))、信诚中证TMT产业主题指数分级证券投资基金(2021年1月起转型为中信保诚中证TMT产业主题指数型证券投资基金 (LOF))、信诚中证信息安全指数分级证券投资基金(2021年1月起转型为中信保诚中证信息安全指数型证券投资基金(LOF))、信诚中证智能家居指数分级证券投资基金(2021年1月起转型为中信保诚中证智能家居指数型证券投资基金(LOF))基金经理。
24,1568,150030.SZ,中证90A,银华基金,中国建设银行,股票型,20110317,20201125,20110408,20110223,20201125,7.7782,1.0,0.22,,1.0,0.1,,中证等权重90指数收益率*95%+商业银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20110408,,E,150030.SZ,20201027,张凯,M,,硕士,中国,20121114,20201125,CFA，硕士学位，毕业于清华大学。2009年7月加盟银华基金管理有限公司，从事量化策略研发和投资组合管理等工作，曾担任量化投资部研究员、基金经理助理、基金经理等职，现任量化投资部总监助理。自2012年11月14日至2022年7月任银华中证等权重90指数分级证券投资基金(2020年11月起转型为银华中证等权重90指数证券投资基金(LOF))基金经理。2013年11月至2019年4月担任银华中证800等权重指数增强分级证券投资基金基金经理。2016年1月至2018年4月任银华全球核心优选证券投资基金基金经理。2016年4月起任银华大数据灵活配置定期开放混合型发起式证券投资基金基金经理。2016年4月至2018年9月担任银华量化智慧动力灵活配置混合型证券投资基金基金经理。2018年3月起担任银华沪深300指数分级证券投资基金基金经理(2020年11月转型为银华沪深300指数证券投资基金(LOF))。2019年6月至2021年7月任银华深证100交易型开放式指数证券投资基金基金经理。2019年8月起任银华深证100指数分级证券投资基金(2021年1月转型为银华深证100指数证券投资基金(LOF))基金经理。2019年12月至2021年9月任银华巨潮小盘价值交易型开放式指数证券投资基金基金经理。2021年2月至2022年2月任银华巨潮小盘价值交易型开放式指数证券投资基金发起式联接基金基金经理。2021年5月至2022年6月任银华中证研发创新100交易型开放式指数证券投资基金基金经理。2021年7月起任银华中证虚拟现实主题交易型开放式指数证券投资基金基金经理。2021年9月起任银华中证机器人交易型开放式指数证券投资基金、银华稳健增利灵活配置混合型发起式证券投资基金、银华新能源新材料量化优选股票型发起式证券投资基金基金经理。2021年11月起任银华华证ESG领先指数证券投资基金基金经理。2021年12月起任银华中证内地低碳经济主题交易型开放式指数证券投资基金基金经理。2022年1月起任银华中证内地地产主题交易型开放式指数证券投资基金基金经理。2022年3月起任银华中证港股通医药卫生综合交易型开放式指数证券投资基金基金经理。
