,ts_code,bond_full_name,bond_short_name,cb_code,stk_code,stk_short_name,maturity,par,issue_price,issue_size,remain_size,value_date,maturity_date,rate_type,coupon_rate,add_rate,pay_per_year,list_date,delist_date,exchange,conv_start_date,conv_end_date,first_conv_price,conv_price,rate_clause
725,123138.SZ,丝路视觉科技股份有限公司向不特定对象发行可转换公司债券,丝路转债,,300556.SZ,丝路视觉,6.0,100.0,100.0,240000000.0,239954900.0,2022-03-02,2028-03-02,,,12.0,1,2022-03-22,,SZ,2022-09-08,2028-03-01,26.69,26.61,"20220302-20230301,票面利率:0.5%;20230302-20240301,票面利率:0.7%;20240302-20250301,票面利率:1.2%;20250302-20260301,票面利率:1.8%;20260302-20270301,票面利率:2.5%;20270302-20280301,票面利率:3.0%"
726,113055.SH,成都银行股份有限公司公开发行A股可转换公司债券,成银转债,,601838.SH,成都银行,6.0,100.0,100.0,8000000000.0,6283634154.3,2022-03-03,2028-03-03,,,5.0,1,2022-04-06,,SH,2022-09-09,2028-03-02,14.53,13.9,"20220303-20230302,票面利率:0.20%;20230303-20240302,票面利率:0.40%;20240303-20250302,票面利率:0.70%;20250303-20260302,票面利率:1.20%;20260303-20270302,票面利率:1.70%;20270303-20280302,票面利率:2.00%"
727,127057.SZ,陕西盘龙药业集团股份有限公司可转换公司债券,盘龙转债,,002864.SZ,盘龙药业,6.0,100.0,,276000000.0,274803900.0,2022-03-03,2028-03-03,,,12.0,1,2022-04-08,,SZ,2022-09-09,2028-03-02,26.59,26.41,
728,111003.SH,杭州聚合顺新材料股份有限公司公开发行可转换公司债券,聚合转债,,605166.SH,聚合顺,6.0,100.0,,204000000.0,203910000.0,2022-03-07,2028-03-07,,,12.0,1,2022-04-19,,SH,2022-09-13,2028-03-06,14.63,14.42,
729,123139.SZ,深圳市铂科新材料股份有限公司向不特定对象发行可转换公司债券,铂科转债,,300811.SZ,铂科新材,6.0,100.0,100.0,430000000.0,0.0,2022-03-11,2028-03-11,,,12.0,1,2022-03-31,2022-12-09,SZ,2022-09-19,2028-03-10,76.5,76.0,"20220311-20230310,票面利率:0.4%;20230311-20240310,票面利率:0.6%;20240311-20250310,票面利率:1.2%;20250311-20260310,票面利率:1.8%;20260311-20270310,票面利率:2.5%;20270311-20280310,票面利率:3.0%"
730,123140.SZ,杭州天地数码科技股份有限公司向不特定对象发行可转换公司债券,天地转债,,300743.SZ,天地数码,6.0,100.0,100.0,172000000.0,171953800.0,2022-03-14,2028-03-14,,,9.5,1,2022-03-30,,SZ,2022-09-19,2028-03-13,12.47,12.32,"20220314-20230313,票面利率:0.5%;20230314-20240313,票面利率:0.7%;20240314-20250313,票面利率:1.2%;20250314-20260313,票面利率:1.8%;20260314-20270313,票面利率:2.2%;20270314-20280313,票面利率:2.5%"
731,123141.SZ,温州宏丰电工合金股份有限公司向不特定对象发行可转换公司债券,宏丰转债,,300283.SZ,温州宏丰,6.0,100.0,100.0,321260000.0,321171600.0,2022-03-15,2028-03-15,,,12.0,1,2022-04-08,,SZ,2022-09-21,2028-03-14,6.92,5.39,"20220315-20230314,票面利率:0.5%;20230315-20240314,票面利率:0.7%;20240315-20250314,票面利率:1.0%;20250315-20260314,票面利率:2.0%;20260315-20270314,票面利率:2.5%;20270315-20280314,票面利率:3.0%"
732,118006.SH,上海阿拉丁生化科技股份有限公司向不特定对象发行可转换公司债券,阿拉转债,,688179.SH,阿拉丁,6.0,100.0,100.0,387400000.0,387300000.0,2022-03-15,2028-03-15,,,12.0,1,2022-04-12,,SH,2022-09-21,2028-03-14,63.72,39.88,"20220315-20230314,票面利率:0.4%;20230315-20240314,票面利率:0.7%;20240315-20250314,票面利率:1.2%;20250315-20260314,票面利率:1.8%;20260315-20270314,票面利率:2.5%;20270315-20280314,票面利率:3.0%"
733,123142.SZ,杭州申昊科技股份有限公司创业板向不特定对象发行可转换公司债券,申昊转债,,300853.SZ,申昊科技,6.0,100.0,100.0,550000000.0,549651100.0,2022-03-18,2028-03-18,,,7.0,1,2022-04-11,,SZ,2022-09-26,2028-03-17,34.41,34.11,"20220318-20230317,票面利率:0.3%;20230318-20240317,票面利率:0.5%;20240318-20250317,票面利率:1.0%;20250318-20260317,票面利率:1.8%;20260318-20270317,票面利率:2.4%;20270318-20280317,票面利率:3.0%"
734,127058.SZ,四川科伦药业股份有限公司公开发行可转换公司债券,科伦转债,,002422.SZ,科伦药业,6.0,100.0,100.0,3000000000.0,2295474600.0,2022-03-18,2028-03-18,,,6.0,1,2022-04-20,,SZ,2022-09-26,2028-03-17,17.11,16.65,"20220318-20230317,票面利率:0.20%;20230318-20240317,票面利率:0.40%;20240318-20250317,票面利率:0.60%;20250318-20260317,票面利率:1.50%;20260318-20270317,票面利率:1.80%;20270318-20280317,票面利率:2.00%"
735,118007.SH,山石网科通信技术股份有限公司向不特定对象发行可转换公司债券,山石转债,,688030.SH,山石网科,6.0,100.0,100.0,267430000.0,267297000.0,2022-03-22,2028-03-22,,,11.2,1,2022-04-21,,SH,2022-09-28,2028-03-21,24.65,24.52,"20220322-20230321,票面利率:0.4%;20230322-20240321,票面利率:0.7%;20240322-20250321,票面利率:1.2%;20250322-20260321,票面利率:1.8%;20260322-20270321,票面利率:2.5%;20270322-20280321,票面利率:2.8%"
736,113056.SH,重庆银行股份有限公司公开发行A股可转换公司债券,重银转债,,601963.SH,重庆银行,6.0,100.0,100.0,13000000000.0,12999608115.25,2022-03-23,2028-03-23,,,6.5,1,2022-04-14,,SH,2022-09-30,2028-03-22,11.28,10.89,"20220323-20230322,票面利率:0.20%;20230323-20240322,票面利率:0.40%;20240323-20250322,票面利率:1.00%;20250323-20260322,票面利率:1.70%;20260323-20270322,票面利率:2.50%;20270323-20280322,票面利率:3.50%"
737,113057.SH,中国银河证券股份有限公司公开发行A股可转换公司债券,中银转债,,601881.SH,中国银河,6.0,100.0,100.0,7800000000.0,7799776105.0,2022-03-24,2028-03-24,,,4.0,1,2022-05-10,,SH,2022-09-30,2028-03-23,10.24,9.93,"20220324-20230323,票面利率:0.20%;20230324-20240323,票面利率:0.40%;20240324-20250323,票面利率:0.60%;20250324-20260323,票面利率:1.00%;20260324-20270323,票面利率:1.80%;20270324-20280323,票面利率:2.00%"
738,113643.SH,上海风语筑文化科技股份有限公司公开发行A股可转换公司债券,风语转债,,603466.SH,风语筑,6.0,100.0,100.0,500000000.0,499970008.1,2022-03-25,2028-03-25,,,12.5,1,2022-04-22,,SH,2022-10-10,2028-03-24,22.15,15.26,"20220325-20230324,票面利率:0.30%;20230325-20240324,票面利率:0.50%;20240325-20250324,票面利率:1.00%;20250325-20260324,票面利率:1.50%;20260325-20270324,票面利率:2.00%;20270325-20280324,票面利率:2.50%"
739,113058.SH,天津友发钢管集团股份有限公司可转换公司债券,友发转债,,601686.SH,友发集团,6.0,100.0,100.0,2000000000.0,1999992010.38,2022-03-30,2028-03-30,,,10.0,1,2022-04-26,,SH,2022-10-10,2028-03-29,9.39,6.58,"20220330-20230329,票面利率:0.30%;20230330-20240329,票面利率:0.50%;20240330-20250329,票面利率:1.00%;20250330-20260329,票面利率:1.50%;20260330-20270329,票面利率:1.80%;20270330-20280329,票面利率:2.00%"
740,111004.SH,明新旭腾新材料股份有限公司公开发行可转换公司债券,明新转债,,605068.SH,明新旭腾,6.0,100.0,,673000000.0,672960019.6,2022-03-30,2028-03-30,,,12.0,1,2022-04-25,,SH,2022-10-10,2028-03-29,24.81,24.51,
741,123143.SZ,胜蓝科技股份有限公司创业板向不特定对象发行可转换公司债券,胜蓝转债,,300843.SZ,胜蓝股份,6.0,100.0,100.0,330000000.0,329940900.0,2022-03-31,2028-03-31,,,9.5,1,2022-04-22,,SZ,2022-10-10,2028-03-30,23.45,23.32,"20220331-20230330,票面利率:0.4%;20230331-20240330,票面利率:0.6%;20240331-20250330,票面利率:1.0%;20250331-20260330,票面利率:1.5%;20260331-20270330,票面利率:2.0%;20270331-20280330,票面利率:2.5%"
742,127059.SZ,山西永东化工股份有限公司公开发行可转换公司债券,永东转2,,002753.SZ,永东股份,6.0,100.0,100.0,380000000.0,379840600.0,2022-04-08,2028-04-08,,,12.0,1,2022-05-16,,SZ,2022-10-14,2028-04-07,8.86,8.65,"20220408-20230407,票面利率:0.40%;20230408-20240407,票面利率:0.60%;20240408-20250407,票面利率:1.00%;20250408-20260407,票面利率:1.50%;20260408-20270407,票面利率:2.00%;20270408-20280407,票面利率:3.00%"
743,123144.SZ,江苏裕兴薄膜科技股份有限公司创业板向不特定对象发行可转换公司债券,裕兴转债,,300305.SZ,裕兴股份,6.0,100.0,100.0,600000000.0,599965800.0,2022-04-11,2028-04-11,,,12.0,1,2022-04-27,,SZ,2022-10-17,2028-04-10,14.24,13.97,"20220411-20230410,票面利率:0.30%;20230411-20240410,票面利率:0.50%;20240411-20250410,票面利率:1.00%;20250411-20260410,票面利率:1.50%;20260411-20270410,票面利率:2.00%;20270411-20280410,票面利率:3.00%"
744,113646.SH,贵州永吉印务股份有限公司公开发行可转换公司债券,永吉转债,,603058.SH,永吉股份,6.0,100.0,100.0,145870000.0,145808010.16,2022-04-14,2028-04-14,,,5.8,1,2022-05-17,,SH,2022-10-20,2028-04-13,8.76,8.51,"20220414-20230413,票面利率:0.30%;20230414-20240413,票面利率:0.50%;20240414-20250413,票面利率:1.00%;20250414-20260413,票面利率:1.50%;20260414-20270413,票面利率:1.80%;20270414-20280413,票面利率:2.50%"
745,113644.SH,烟台艾迪精密机械股份有限公司公开发行可转换公司债券,艾迪转债,,603638.SH,艾迪精密,6.0,100.0,100.0,1000000000.0,999987000.0,2022-04-15,2028-04-15,,,12.0,1,2022-05-12,,SH,2022-11-18,2028-04-14,23.96,23.84,"20220415-20230414,票面利率:0.3%;20230415-20240414,票面利率:0.5%;20240415-20250414,票面利率:1.0%;20250415-20260414,票面利率:1.5%;20260415-20270414,票面利率:2.0%;20270415-20280414,票面利率:3.0%"
746,127060.SZ,湖南湘佳牧业股份有限公司公开发行可转换公司债券,湘佳转债,,002982.SZ,湘佳股份,6.0,100.0,,640000000.0,639954600.0,2022-04-19,2028-04-19,,,8.0,1,2022-06-10,,SZ,2022-10-25,2028-04-18,42.56,42.56,
747,127061.SZ,山西美锦能源股份有限公司公开发行可转换公司债券,美锦转债,,000723.SZ,美锦能源,6.0,100.0,,3590000000.0,3589672600.0,2022-04-20,2028-04-20,,,15.0,1,2022-05-30,,SZ,2022-10-26,2028-04-19,13.21,12.93,
748,123145.SZ,南京药石科技股份有限公司创业板向不特定对象发行可转换公司债券,药石转债,,300725.SZ,药石科技,6.0,100.0,100.0,1150000000.0,1149424900.0,2022-04-20,2028-04-20,,,8.0,1,2022-05-18,,SZ,2022-10-26,2028-04-19,92.98,81.54,"20220420-20230419,票面利率:0.3%;20230420-20240419,票面利率:0.5%;20240420-20250419,票面利率:1.0%;20250420-20260419,票面利率:1.5%;20260420-20270419,票面利率:1.8%;20270420-20280419,票面利率:2.0%"
749,127062.SZ,垒知控股集团股份有限公司公开发行可转换公司债券,垒知转债,,002398.SZ,垒知集团,6.0,100.0,,396300000.0,396173800.0,2022-04-21,2028-04-21,,,12.0,1,2022-05-20,,SZ,2022-10-27,2028-04-20,7.82,7.75,
750,113647.SH,禾丰食品股份有限公司公开发行可转换公司债券,禾丰转债,,603609.SH,禾丰股份,6.0,100.0,,1500000000.0,1467035028.68,2022-04-22,2028-04-22,,,10.0,1,2022-05-18,,SH,2022-10-28,2028-04-21,10.22,10.26,
751,127063.SZ,贵州轮胎股份有限公司公开发行可转换公司债券,贵轮转债,,000589.SZ,贵州轮胎,6.0,100.0,100.0,1800000000.0,1799892900.0,2022-04-22,2028-04-22,,,8.0,1,2022-05-30,,SZ,2022-10-28,2028-04-21,4.6,4.6,"20220422-20230421,票面利率:0.3%;20230422-20240421,票面利率:0.5%;20240422-20250421,票面利率:1.0%;20250422-20260421,票面利率:1.5%;20260422-20270421,票面利率:1.8%;20270422-20280421,票面利率:2.0%"
752,110086.SH,长江精工钢结构(集团)股份有限公司公开发行可转换公司债券,精工转债,,600496.SH,精工钢构,6.0,100.0,100.0,2000000000.0,1999964003.04,2022-04-22,2028-04-22,,,10.0,1,2022-05-23,,SH,2022-10-28,2028-04-21,5.0,4.96,"20220422-20230421,票面利率:0.3%;20230422-20240421,票面利率:0.5%;20240422-20250421,票面利率:1.0%;20250422-20260421,票面利率:1.5%;20260422-20270421,票面利率:1.8%;20270422-20280421,票面利率:2.0%"
753,113648.SH,乐山巨星农牧股份有限公司公开发行可转换公司债券,巨星转债,,603477.SH,巨星农牧,6.0,100.0,,1000000000.0,999965077.12,2022-04-25,2028-04-25,,,7.0,1,2022-05-17,,SH,2022-10-31,2028-04-24,25.24,25.24,
754,123146.SZ,安徽中环环保科技股份有限公司创业板向不特定对象发行可转换公司债券,中环转2,,300692.SZ,中环环保,6.0,100.0,100.0,864000000.0,863984500.0,2022-05-06,2028-05-06,,,12.0,1,2022-05-26,,SZ,2022-11-14,2028-05-05,7.47,7.47,"20220506-20230505,票面利率:0.3%;20230506-20240505,票面利率:0.6%;20240506-20250505,票面利率:1.0%;20250506-20260505,票面利率:1.6%;20260506-20270505,票面利率:2.5%;20270506-20280505,票面利率:3.0%"
755,127064.SZ,杭氧集团股份有限公司公开发行可转换公司债券,杭氧转债,,002430.SZ,杭氧股份,6.0,100.0,100.0,1137000000.0,1136887900.0,2022-05-19,2028-05-19,,,6.0,1,2022-07-05,,SZ,2022-11-25,2028-05-18,28.69,28.68,"20220519-20230518,票面利率:0.2%;20230519-20240518,票面利率:0.4%;20240519-20250518,票面利率:0.6%;20250519-20260518,票面利率:1.5%;20260519-20270518,票面利率:1.8%;20270519-20280518,票面利率:2.0%"
756,113059.SH,福莱特玻璃集团股份有限公司公开发行A股可转换公司债券,福莱转债,,601865.SH,福莱特,6.0,100.0,100.0,4000000000.0,3999963148.19,2022-05-20,2028-05-20,,,10.0,1,2022-06-13,,SH,2022-11-28,2028-05-19,43.94,43.71,"20220520-20230519,票面利率:0.30%;20230520-20240519,票面利率:0.50%;20240520-20250519,票面利率:1.00%;20250520-20260519,票面利率:1.50%;20260520-20270519,票面利率:1.80%;20270520-20280519,票面利率:2.00%"
757,123147.SZ,中辰电缆股份有限公司创业板向不特定对象发行可转换公司债券,中辰转债,,300933.SZ,中辰股份,6.0,100.0,100.0,570540000.0,570476900.0,2022-05-31,2028-05-31,,,12.5,1,2022-06-21,,SZ,2022-12-07,2028-05-30,7.78,7.78,"20220531-20230530,票面利率:0.3%;20230531-20240530,票面利率:0.5%;20240531-20250530,票面利率:0.8%;20250531-20260530,票面利率:1.5%;20260531-20270530,票面利率:2.0%;20270531-20280530,票面利率:2.5%"
758,113060.SH,浙商证券股份有限公司公开发行可转换公司债券,浙22转债,,601878.SH,浙商证券,6.0,100.0,100.0,7000000000.0,6999863153.52,2022-06-14,2028-06-14,,,4.0,1,2022-07-08,,SH,2022-12-20,2028-06-13,10.49,10.32,"20220614-20230613,票面利率:0.2%;20230614-20240613,票面利率:0.4%;20240614-20250613,票面利率:0.6%;20250614-20260613,票面利率:1.0%;20260614-20270613,票面利率:1.5%;20270614-20280613,票面利率:2.0%"
759,123148.SZ,上能电气股份有限公司向不特定对象发行可转换公司债券,上能转债,,300827.SZ,上能电气,6.0,100.0,100.0,420000000.0,419693400.0,2022-06-14,2028-06-14,,,9.2,1,2022-07-01,,SZ,2022-12-20,2028-06-13,36.31,36.31,"20220614-20230613,票面利率:0.3%;20230614-20240613,票面利率:0.5%;20240614-20250613,票面利率:1.0%;20250614-20260613,票面利率:1.8%;20260614-20270613,票面利率:2.5%;20270614-20280613,票面利率:2.8%"
760,123149.SZ,通裕重工股份有限公司创业板向不特定对象发行可转换公司债券,通裕转债,,300185.SZ,通裕重工,6.0,100.0,,1484720000.0,1484635500.0,2022-06-20,2028-06-20,,,10.0,1,2022-07-15,,SZ,2022-12-26,2028-06-19,2.77,2.77,
761,127065.SZ,瑞鹄汽车模具股份有限公司公开发行可转换公司债券,瑞鹄转债,,002997.SZ,瑞鹄模具,6.0,100.0,100.0,439800000.0,439269100.0,2022-06-22,2028-06-22,,,12.0,1,2022-07-27,,SZ,2022-12-28,2028-06-21,17.36,17.36,"20220622-20230621,票面利率:0.4%;20230622-20240621,票面利率:0.6%;20240622-20250621,票面利率:1.1%;20250622-20260621,票面利率:1.8%;20260622-20270621,票面利率:2.5%;20270622-20280621,票面利率:3.0%"
762,111005.SH,芜湖富春染织股份有限公司公开发行可转换公司债券,富春转债,,605189.SH,富春染织,6.0,100.0,100.0,570000000.0,569997032.42,2022-06-23,2028-06-23,,,5.8,1,2022-07-25,,SH,2022-12-29,2028-06-22,23.19,19.29,"20220623-20230622,票面利率:0.3%;20230623-20240622,票面利率:0.5%;20240623-20250622,票面利率:1.0%;20250623-20260622,票面利率:1.5%;20260623-20270622,票面利率:1.8%;20270623-20280622,票面利率:2.5%"
763,110087.SH,新疆天业股份有限公司公开发行可转换公司债券,天业转债,,600075.SH,新疆天业,6.0,100.0,100.0,3000000000.0,2999959035.9,2022-06-23,2028-06-23,,,6.0,1,2022-07-19,,SH,2022-12-29,2028-06-22,6.9,6.9,"20220623-20230622,票面利率:0.20%;20230623-20240622,票面利率:0.40%;20240623-20250622,票面利率:0.60%;20250623-20260622,票面利率:1.50%;20260623-20270622,票面利率:1.80%;20270623-20280622,票面利率:2.00%"
764,118008.SH,上海海优威新材料股份有限公司向不特定对象发行可转换公司债券,海优转债,,688680.SH,海优新材,6.0,100.0,100.0,694000000.0,693958996.7,2022-06-23,2028-06-23,,,12.3,1,2022-07-21,,SH,2022-12-29,2028-06-22,217.42,217.42,"20220623-20230622,票面利率:0.3%;20230623-20240622,票面利率:0.4%;20240623-20250622,票面利率:0.8%;20250623-20260622,票面利率:1.6%;20260623-20270622,票面利率:2.2%;20270623-20280622,票面利率:2.7%"
765,118009.SH,株洲华锐精密工具股份有限公司向不特定对象发行可转换公司债券,华锐转债,,688059.SH,华锐精密,6.0,100.0,,400000000.0,399991109.05,2022-06-24,2028-06-24,,,10.0,1,2022-07-21,,SH,2022-12-30,2028-06-23,130.91,130.91,
766,113649.SH,江苏丰山集团股份有限公司公开发行A股可转换公司债券,丰山转债,,603810.SH,丰山集团,6.0,100.0,100.0,500000000.0,499684200.8,2022-06-27,2028-06-27,,,12.0,1,2022-07-21,,SH,2023-01-03,2028-06-26,13.8,13.8,"20220627-20230626,票面利率:0.3%;20230627-20240626,票面利率:0.6%;20240627-20250626,票面利率:1.0%;20250627-20260626,票面利率:1.5%;20260627-20270626,票面利率:2.0%;20270627-20280626,票面利率:3.0%"
767,118010.SH,广州洁特生物过滤股份有限公司向不特定对象发行可转换公司债券,洁特转债,,688026.SH,洁特生物,6.0,100.0,,440000000.0,439999035.4,2022-06-28,2028-06-28,,,8.0,1,2022-08-02,,SH,2023-01-04,2028-06-27,48.23,48.23,
768,123150.SZ,北京九强生物技术股份有限公司创业板向不特定对象发行可转换公司债券,九强转债,,300406.SZ,九强生物,6.0,100.0,100.0,1139000000.0,1138991600.0,2022-06-30,2028-06-30,,,7.0,1,2022-07-20,,SZ,2023-01-06,2028-06-29,17.63,17.63,"20220630-20230629,票面利率:0.3%;20230630-20240629,票面利率:0.5%;20240630-20250629,票面利率:1.0%;20250630-20260629,票面利率:1.5%;20260630-20270629,票面利率:2.3%;20270630-20280629,票面利率:3.0%"
769,123151.SZ,康泰医学系统(秦皇岛)股份有限公司创业板向不特定对象发行可转换公司债券,康医转债,,300869.SZ,康泰医学,6.0,100.0,100.0,700000000.0,699952200.0,2022-07-01,2028-07-01,,,12.0,1,2022-07-20,,SZ,2023-01-09,2028-06-30,28.22,28.22,"20220701-20230630,票面利率:0.4%;20230701-20240630,票面利率:0.7%;20240701-20250630,票面利率:1.2%;20250701-20260630,票面利率:1.8%;20260701-20270630,票面利率:2.5%;20270701-20280630,票面利率:3.0%"
770,113650.SH,江苏苏博特新材料股份有限公司公开发行可转换公司债券,博22转债,,603916.SH,苏博特,6.0,100.0,100.0,800000000.0,799973223.9,2022-07-01,2028-07-01,,,12.0,1,2022-07-28,,SH,2023-01-09,2028-06-30,23.95,23.95,"20220701-20230630,票面利率:0.30%;20230701-20240630,票面利率:0.50%;20240701-20250630,票面利率:1.00%;20250701-20260630,票面利率:1.50%;20260701-20270630,票面利率:2.00%;20270701-20280630,票面利率:3.00%"
771,118011.SH,常州银河世纪微电子股份有限公司向不特定对象发行可转换公司债券,银微转债,,688689.SH,银河微电,6.0,100.0,,500000000.0,499996038.2,2022-07-04,2028-07-04,,,12.0,1,2022-08-02,,SH,2023-01-09,2028-07-03,31.95,31.95,
772,118012.SH,深圳微芯生物科技股份有限公司向不特定对象发行可转换公司债券,微芯转债,,688321.SH,微芯生物,6.0,100.0,100.0,500000000.0,499972129.36,2022-07-05,2028-07-05,,,12.0,1,2022-07-28,,SH,2023-01-11,2028-07-04,25.36,25.36,"20220705-20230704,票面利率:0.40%;20230705-20240704,票面利率:0.60%;20240705-20250704,票面利率:1.20%;20250705-20260704,票面利率:1.80%;20260705-20270704,票面利率:2.50%;20270705-20280704,票面利率:3.00%"
773,118013.SH,深圳市道通科技股份有限公司向不特定对象发行可转换公司债券,道通转债,,688208.SH,道通科技,6.0,100.0,100.0,1280000000.0,1279956309.66,2022-07-08,2028-07-08,,,13.0,1,2022-07-28,,SH,2023-01-16,2028-07-07,34.73,34.73,"20220708-20230707,票面利率:0.30%;20230708-20240707,票面利率:0.50%;20240708-20250707,票面利率:1.00%;20250708-20260707,票面利率:1.50%;20260708-20270707,票面利率:1.80%;20270708-20280707,票面利率:2.00%"
774,127066.SZ,深圳市科达利实业股份有限公司公开发行可转换公司债券,科利转债,,002850.SZ,科达利,6.0,100.0,100.0,1534370000.0,1534341700.0,2022-07-08,2028-07-08,,,8.0,1,2022-08-03,,SZ,2023-01-16,2028-07-07,159.35,159.22,"20220708-20230707,票面利率:0.30%;20230708-20240707,票面利率:0.50%;20240708-20250707,票面利率:1.00%;20250708-20260707,票面利率:1.50%;20260708-20270707,票面利率:1.80%;20270708-20280707,票面利率:2.00%"
775,113061.SH,宁波拓普集团股份有限公司公开发行可转换公司债券,拓普转债,,601689.SH,拓普集团,6.0,100.0,100.0,2500000000.0,2499936043.52,2022-07-14,2028-07-14,,,8.0,1,2022-08-12,,SH,2023-01-20,2028-07-13,71.38,71.38,"20220714-20230713,票面利率:0.2%;20230714-20240713,票面利率:0.4%;20240714-20250713,票面利率:0.6%;20250714-20260713,票面利率:1.5%;20260714-20270713,票面利率:1.8%;20270714-20280713,票面利率:2.0%"
776,118014.SH,青岛高测科技股份有限公司向不特定对象发行可转换公司债券,高测转债,,688556.SH,高测股份,6.0,100.0,100.0,483300000.0,483298134.18,2022-07-18,2028-07-18,,,8.0,1,2022-08-12,,SH,2023-01-30,2028-07-17,84.81,84.81,"20220718-20230717,票面利率:0.20%;20230718-20240717,票面利率:0.40%;20240718-20250717,票面利率:0.80%;20250718-20260717,票面利率:1.20%;20260718-20270717,票面利率:1.60%;20270718-20280717,票面利率:2.00%"
777,113651.SH,厦门松霖科技股份有限公司公开发行可转换公司债券,松霖转债,,603992.SH,松霖科技,6.0,100.0,100.0,610000000.0,609993036.4,2022-07-20,2028-07-20,,,10.0,1,2022-08-17,,SH,2023-01-30,2028-07-19,16.58,16.58,"20220720-20230719,票面利率:0.3%;20230720-20240719,票面利率:0.5%;20240720-20250719,票面利率:1.0%;20250720-20260719,票面利率:1.5%;20260720-20270719,票面利率:1.8%;20270720-20280719,票面利率:2.0%"
778,118015.SH,芯海科技(深圳)股份有限公司向不特定对象发行可转换公司债券,芯海转债,,688595.SH,芯海科技,6.0,100.0,100.0,410000000.0,410000000.0,2022-07-21,2028-07-21,,,12.0,1,2022-08-18,,SH,2023-01-30,2028-07-20,56.0,55.68,"20220721-20230720,票面利率:0.40%;20230721-20240720,票面利率:0.70%;20240721-20250720,票面利率:1.20%;20250721-20260720,票面利率:1.80%;20260721-20270720,票面利率:2.40%;20270721-20280720,票面利率:3.00%"
779,123153.SZ,安徽英力电子科技股份有限公司向不特定对象发行可转换公司债券,英力转债,,300956.SZ,英力股份,6.0,100.0,,340000000.0,339992900.0,2022-07-21,2028-07-21,,,12.0,1,2022-08-11,,SZ,2023-01-30,2028-07-20,19.24,19.24,
780,123152.SZ,宁波润禾高新材料科技股份有限公司向不特定对象发行可转换公司债券,润禾转债,,300727.SZ,润禾材料,6.0,100.0,100.0,292350000.0,292338700.0,2022-07-21,2028-07-21,,,15.0,1,2022-08-11,,SZ,2023-01-30,2028-07-20,29.27,29.27,"20220721-20230720,票面利率:0.40%;20230721-20240720,票面利率:0.60%;20240721-20250720,票面利率:1.20%;20250721-20260720,票面利率:1.80%;20260721-20270720,票面利率:2.50%;20270721-20280720,票面利率:3.00%"
781,127067.SZ,恒逸石化股份有限公司公开发行可转换公司债券,恒逸转2,,000703.SZ,恒逸石化,6.0,100.0,100.0,3000000000.0,2999894700.0,2022-07-21,2028-07-21,,,7.0,1,2022-08-18,,SZ,2023-01-30,2028-07-20,10.5,10.5,"20220721-20230720,票面利率:0.20%;20230721-20240720,票面利率:0.30%;20240721-20250720,票面利率:0.40%;20250721-20260720,票面利率:1.50%;20260721-20270720,票面利率:1.80%;20270721-20280720,票面利率:2.00%"
782,113652.SH,浙江伟明环保股份有限公司可转换公司债券,伟22转债,,603568.SH,伟明环保,6.0,100.0,100.0,1477000000.0,1477000000.0,2022-07-22,2028-07-22,,,8.0,1,2022-08-12,,SH,2023-01-30,2028-07-21,32.85,32.85,"20220722-20230721,票面利率:0.2%;20230722-20240721,票面利率:0.4%;20240722-20250721,票面利率:0.8%;20250722-20260721,票面利率:1.5%;20260722-20270721,票面利率:1.8%;20270722-20280721,票面利率:2.0%"
783,113653.SH,上海永冠众诚新材料科技(集团)股份有限公司公开发行可转换公司债券,永22转债,,603681.SH,永冠新材,6.0,100.0,100.0,770000000.0,770000000.0,2022-07-28,2028-07-28,,,12.0,1,2022-08-26,,SH,2023-02-03,2028-07-27,26.81,22.79,"20220728-20230727,票面利率:0.4%;20230728-20240727,票面利率:0.6%;20240728-20250727,票面利率:1.0%;20250728-20260727,票面利率:1.5%;20260728-20270727,票面利率:2.5%;20270728-20280727,票面利率:3.0%"
784,113654.SH,杭州永创智能设备股份有限公司公开发行可转换公司债券,永02转债,,603901.SH,永创智能,6.0,100.0,100.0,610550000.0,610550000.0,2022-08-04,2028-08-04,,,10.5,1,2022-09-01,,SH,2023-02-10,2028-08-03,14.07,14.07,"20220804-20230803,票面利率:0.30%;20230804-20240803,票面利率:0.40%;20240804-20250803,票面利率:1.00%;20250804-20260803,票面利率:1.50%;20260804-20270803,票面利率:2.00%;20270804-20280803,票面利率:2.50%"
785,113655.SH,欧派家居集团股份有限公司公开发行可转换公司债券,欧22转债,,603833.SH,欧派家居,6.0,100.0,100.0,2000000000.0,2000000000.0,2022-08-05,2028-08-05,,,10.0,1,2022-09-01,,SH,2023-02-13,2028-08-04,125.46,125.46,"20220805-20230804,票面利率:0.3%;20230805-20240804,票面利率:0.5%;20240805-20250804,票面利率:1.0%;20250805-20260804,票面利率:1.5%;20260805-20270804,票面利率:1.8%;20270805-20280804,票面利率:2.0%"
786,118016.SH,江苏京源环保股份有限公司向不特定对象发行可转换公司债券,京源转债,,688096.SH,京源环保,6.0,100.0,100.0,332500000.0,332500000.0,2022-08-05,2028-08-05,,,12.0,1,2022-08-25,,SH,2023-02-13,2028-08-04,13.93,13.9,"20220805-20230804,票面利率:0.50%;20230805-20240804,票面利率:0.70%;20240805-20250804,票面利率:1.00%;20250805-20260804,票面利率:2.00%;20260805-20270804,票面利率:2.50%;20270805-20280804,票面利率:3.00%"
